n,F(n)
1723670900262156793170918422980831102350716418096742995968633320553,4702987695161632020609927014743226819602285056597526140486254178870456101285481312633596684334846342842317989137623
1728420521873676276871310895318295479229799335516959490954145636411,19618419927465091902100178234490607591352188426677172017791155277596796151086943727986484981685348308037102878774583
1728715228760457795943861012580078970030581213776546970808209922037,16845298289965765677834871269868971966261695872867463943644018706586619356815137455957922094983962762326919379737334
1731572952247488226870493170655164076287514199481737989470127761481,19290380682337282175428900611778884467649287458273465048968302517236932465940748923480598990883990630025728450604042
1731644134776093346756346140527666955598869130797229084454152124799,22834829651054327150947195916585872291240297510792661998434717004036992975669382601426883253844703317941669320724150
1732987902953260950528796707139394126056848194175387876577984779923,12269588300433714431819481435632008030123312875782513117621160762095807526591200661643391985350451047848558023644132
1733059143648499452954293348549707403966471322334550325540664541317,23803188567398120474092782952412970775659469910299150723154459598294454988308302362082580826667051527661914080485184
1741004235396977401774929845844429406457415798961319712678862433509,14518705452734199373044452208291293373830938478574915002044741030624259272582845524672813962878906107857197697790147
1743670241396612084845808856126937251448496886758978384298514242161,15829335841553125865628676938740924947481865174949580454936488391424602522407636205220930806480528890197116928302492
1744067907125263099685688388207238150097834363718942604424946975841,3872249210616332416846075245611984395081028969148962767706669629905799065099754726791350616555170530523994557428209
1751224060710923980711968020618015416260138275085374092004109082397,10362797560047559044884522396168916810050358419062338240046929056839915154150048527839312644758601804671850859071172
1751296051068958698260398221332601991165272571118833031279912197963,14058082136761068896154146263768141981300944149006950757967883255512827813575958116814727310303511785946993696100601
1756469770620352105421672484171277503772780414926114566521172137867,12277209666995349870367069667786337179711248632714621054764761328439179532837522340799760729431207287725598810854919
1756541976622143095191570066333342456899155543304351758604730166093,14553992975134390155650960714914666117474250313559925213976001273090975537667901175742869656877779892369195574171843
1759560657287041359829166415638232145460777261471076764255896271183,13756997127474560740558998135178319345602917376565228230532458386033935318947746289372845633294349641662440914088257
1759632990350835877213161388925859670531523089606307243848795538857,3404174100316599626799024157559655353736202591898008680590414302079182971841025903229686353100973863307382133420187
1759745697134542814313341869288541211592148362501973333073481359503,8295742358300599593509904175774390453066994886242786513062680146914046676429426466044629716585887706298821305902637
1760339635158553003394905388078749078172669725108910776153123150709,2308829439839473231636952487492287374938423076445214547686472546089547255789674930681736535441061783329401269598607
1762440402001428030201113008278638652193444452619344706779897982387,8657687256295535790565178294733929906219162194758726754121829448182180135905479620175014919265079732151128540423786
1762842348499123903048396451808645569696597728035523626986409026947,13965036614123963995081076454024007894942548473201344903077415597683254656410306532308345185321055058901127327503695
1769144379853298857968153275868543483555128128193806580205866338387,2071523969265886245835521197710303244848895334181089137635402120434956495698502526296489497662022357136877204249243
1771966966478359528137121941046637107332603367755725945819916395617,7294240312867382924768097741490171557775814734305678225625692662909062027119320178644399750237554025719453043926152
1772039809548075395086533912486613778610792976363864516844290978343,15576625780949024537079592086057827442273630064555521533830981885497742528344322063430346455673739559368995472173299
1772371085627807044968699053363269517070001702936170946913680842577,23965244526518113369349463502679581673473890260866402787202580378219849442741815610860455515173224319608213809130575
1772443945310292751090974258569697258338605129220755097272435136183,11591642319142229544839740861790006789571743278153255714042738499277386371993305097432675502479282022471917494171441
1775085123797154380511325659320188301563243099322880565773439925933,19117720147098759595308879386141056849194663493110605723279080849956492519800869306810245197060224207286599172989638
1775158095049931926894216996804373867794963790582185495972797314107,1678444226375692647045046389118944074922450295631096339388550723405707985675657278781970367669535770569580586543113
1779716529733637789750713165660637771617729506118648621019216000411,20347321713300566526300257082448673825388238132552900113831705865227661742324372429771397392921949398753646523830327
1782848324077184821490095631297930542460708293949348312839498718239,3085049527029632650923677837181312639534829733280763747424505070075429779152494812581347824408666810447843749874134
1783296186577225811413863407447756666276688870197602292202395365339,19670964478408513056650646861462878056169761075310701479517236898783725489601154055387131949264187303871954098896613
1788188762990993695854666388316725189546047906939044905090038191129,3173887921873152671192731501923563979025325822036842681873057467641051960486956589968786925406369054178423606763136
1799137405930107665305921753266497816084354949776080782657556959157,21847761528761719548482753893420546129347695320811485788804405248428937414788946720013763062116769580801179681994530
1799211365938374101224085541512804423506656496344576327876652550003,3611980548146766327632201309256971190380163205888783869681310314123335653860176998201117649500849921199729673033767
1802492910265759930959729582283286049798923031942182438378667720113,8800261507558026202409847134140866640941102107504171097549659764731126483853294663771641484735162095714791537607024
1803965813045986739197565821230406692213368078342752485566246890379,16818706362991813920302085547507772068998240559751191403730961391796441684555399267912806333957616885939233119724513
1805118676847522895517875597215581070729062668948399363791087705279,11984070791757062027730422889242956315211868466330179732799364275924357451421938098606343219328828204391551807655792
1808936689453299983373739247008999357914944027956682234515314899873,5275197040534237276005875506252215828942535308936977367961198900613198912157452746240074532056904459563212722755050
1811508494288300000358457428709684034258351647359152862148130935159,6937524164779347795488456049060522774783482535107696475203146360498881964482485265008086375533102251789026562779486
1812119902957931772245793702860627201433820854973239940277981732077,13129333905235543224968824725832915028171718508575250110291426973820361667735845958096838619943079723294600897469021
1812235971596718201466499636202050531847480418655203991026510531883,20579767892690318810171830791365126514617099294733536376579751449905434879674294363607442126364766384522238500878733
1812310470068596025720967227814691344841072338191835225660610794157,12431223710868629547195309935465979180466832813821545313230289319231770428414758348999410410761754376320603377873955
1815424990898499084271573057990749864469118270687070589594114771567,4906599782503721453961073805853078552896955197446020066348690288751821803772468096705797567701103691105887349461488
1815499620466475040955401406324058312292895634477812948734524288393,12173078001264875634643943037413620884758960110773060305566207138493703530916213390057872834194598210380534974174667
1822948868322988702560319817000213097699872653444755323037132098981,9500326641448788261058532330216586970891031516521599982269559217091158641956745037951292223681230225288663078143483
1828409426544796508077002538059960845315975188991511834471843988291,18548643812842600885507888518450369127320301628901561021564622154998787452924203740328955837510183172869240883245992
1828659190788245683726345957569994679410776682157897841169439189809,22911306041788805444299934605299747700041026033989747066647329048782773458895500892076298933865104031349135836531891
1831626906522126426346167700703168945956258989897171625462826472359,24065594654853576030636128689818557639958271166489834988200937804114829457428501555873429089384280784348150520898157
1834136854014383927820210581827757248777374891239464631593725893399,12946810402618247230227647771330692560887694756360724976874045173953765551851258347366033093915635002735670478310065
1837364412633257403781422619539848861351599431124555777351423929451,20373705327837523123895135127186005657250005989543194056082842750535522751409021615317799209760500616159113657941262
1841527446593070329239030106543571815826821146713976306388897053469,12578674978669627746170648770983717023580334234018241619324352726442255254781553393877888564848214044433947590403345
1841603149196286719228329865147292669931310230127249796781298066251,14645067864258373161236123953126043408742069331721407866376655443180344684476690473099280410625493908480105838238667
1844962011018721397771726998749725861689155757862241491176413552121,4914806800531378447788487362275500515135647241336263418881240025631445909262143627162607151399186684318503496955385
1846141074337067449930763158784389686521108698005312106519744487221,22986610825274572101182850424900814452926490072222274528345453957890699363528768372863778701483777972496580854693315
1848344235521862152082433812458791439277816148104058778118224111603,23009931576826143988707070892249219561922160212523935261419623374892539175511301525246311925699609633446403165317946
1852253674652680022550580878295275177963562497371841689396486503661,2588559107550328824114675104264575315624743673313164539413291882568942154909666619967067755559463460349068667545812
1855513113717371779235719946654355040961340844122469683176261452489,13230582853327355394358625748600477424718164829339414106091875418110753853617452994650793054834663344541015425946045
1858335138201616659224659990480209049810763960331606494482972125473,22015012792838753384549094999119063323854471838456544557744148386623268119905354147163506263290654586593167742850609
1858411531745395015431913562959513936100339194700564279149854929767,2964549430782453645910054570629230901879036940854188541665161049679151694693990220722162555294038332256120580910605
1861605278910544926838647166892642144547742130448069818986975546477,1238501762376083512393837106853331391157508149407438009215838817263783971694462591758740720897064380056386565259803
1861681806885208365838167956645599198223352804061898839581337564283,12401417442255422505582736158489546045122123158195562286598290235864524315339401648282930267362261002463960352803362
1867181630605404801777874151661429358962473453927958900856766402747,2043491686598676218534611723110425906806473077396799103937891094018289001363723505183949578968883743921411339878804
1867258387816043263583479991836687036598344801326574119483806835613,10053304287100340460759926502855982214244661053091632213302705985992677739565753258049642035341718465856434028993612
1870216560483424375570237344484282538757110993200556984071508977691,2238999537513284702065870620474720378750860787877996525453083930596743228877239837787141418448963616001272740977494
1875818706870176155801843820915744018830415231810786315829445199101,22111679453538717375850069836086442299062994584301966279973044950945400577097263141323576033360943961070021032773470
1878691154751155931607109382134178505643025165697357768167895519529,24030925658151266482103322430690343690629810604405646428759402025528100819957556306752513812707003595516465719659288
1879119613681765393625184651841541974413676889946088781076866353049,19239741583636578151850018128647959640962050325013835902432523672025737593738401000453109117615128887894323781595620
1885624853436220929527243091769496631641822466016365964192354885433,15361620853646462307846705009704907256591784482870789686125662222973296252334025806949742647079867477519124845908679
1885702368821809526226037335632279573839792868272800372659255214607,10936984209999417712326975684936133289922111990617858249012756109850170304547572818139497867738950691250663223752137
1886829903233219561975306507327272273975904269021292213489709007733,5798011880477043251866409429759991919844077255768176040726653776612112606101841098873094356676060333179309055117111
1886907468156710407674475649891226946300603004687494232864417616307,16359893538320301267441896394273210527095051083371620073327895008221946914322354339452964924603205612980281892818430
1890348959587708679946103006435807070611051585581430767932621110897,19500614794198529861300444448142280570905522369273623344630005528279211186036858317496923253014281552464491545765105
1891893653728982762780971689617812341720513615102260199450287253451,23752154118568332595603544253571743257559363723569894629906625518872852557265092574605463850981991620306032565199439
1897106817670591957924854796692413830649690138277744199613609226337,13620754771119464469946328651574709633883201750718425037730833420951576981044565649284575272010620357645086965766313
1900445185495705367983521468085390776333574908920496829913272343213,3391925370025604721115973816851393033200606272362071524688882835449584056053043609806404567614298271952936132833094
1900566911483819428391656864383738634123248756869135293600955122027,4553443218515567566081045599177371430814878277126707294591249561571771738741165751490436754186527551251994606633984
1900645041116398319105531020947917714235065356752908285423588122733,15635755094422768009554627267580012698400985898016817606649445179359745710351291219516664181582889205078825803959341
1903477256378855069173206321757246453065673613086184689049279949983,9536528642976363333751524450826872100855134669949454435058427608257828318207898512375254149876757143193034865445003
1903555505651619187283491266644341704406765282598526067757517604057,7045806990278497846973858153125179068141572606391600630421158552171086385138097623167862462156143682166503295956359
1903911368088831977608506700346295119323004091142704321663966831023,14127145429927501301993652781793728943652295916291789457431641033044213326525052309750434628966724912259258044260845
1903989635207317913642051968791436218180369475073380955901994758217,5034588094533455318204703950449843769228112290185075741716067057112463189198252309450627775923418618540561861346264
1909179033627223898096051132080303952937731733372342320643063228313,23386810599706870067315346593206923277187574296662128303436688349126296799917650676043529377703835411457589625724624
1909257517292031132404564655116773178516696210260678768840760446127,15611502091053576627384495198419646439306987248763713832788013271620198840665002426163889087991056282641798772762344
1909614445698559421144387733875345961346823738325318837919135999753,21747515293097348532658897417848137404419492139219694999182927622904170743284654174810632263169904845535108992673342
1909692947262544499867240376981803567238744762067385360072962461887,14032594888138427460703046053616943369361207755877740129294666033308482982755904706558706717220482736584367622663992
1912538645115030443132681377262908807129026055757727461397012949637,15549662606444004349252427736418093684206406938087779720527419247257288248142065490548385938463238200895031966413439
1912617266888740639040726258664578236611938482054158182317746821923,15003729105574627055211559192522906570930553158152356406272394503815547802498202156204872458577850977491436515953393
1917528683460792556380157409481958636545578655881789102351417403779,6625238123288351790542063249012509170117804196754572249294443781905049931083400391015979659884916118727624172335555
1920902987954863016041782242212740305658558278132068997803424036071,23113454211628711932409114537328708823322598062192237949845656406042478139380239176303828501601832896077776543771910
1921385530638333843666532292689953848524549839694501092120493547971,22388123905101052071626758724103885336854011662391203159287052981422443443133338823992909628750042665809413743503748
1931286094327084925466179508027704380623283460713683516123206589661,873029317474075809306789176008145022937378015843219680842408661568395180604453273895721245851509597075288986657940
1931365486782063893794915776912990959220041764184915930124111835019,12340291862857227703819384212209638846118462202184479086251993277452495331212488559325485591068733413110307824110169
1934446889551207523221157252601220680005825889247258984741677715529,15334981647972722256011071673936544290604403652215869904675749892699865510319937605447003685100397402255868602443507
1934888064271981515566462190317274022153584423521677273218533029049,3380523271767269936931741906338974721932772021951678842671017724251769051392279919994627169275090404451871314511767
1937850965270780313000942350549713329957901513102497286728157736821,7789051525007392278207114881774264570321656790869290258934999495095959973850928771678528976759502616948290218854144
1942535133886299683794906107966150686206351141630162681660320283309,7229867751653132535327795574372465863113195752009118025468208655971305887174465086006482682981180131249117949158730
1943190765822703609752570574743007590351755973155263710102913586527,14950616578841418720134096107820865494087960443967406095111874097911303994347750967780463772715510413063829320894308
1943655707359230753023734603946656126627224806636847777097256684531,832362124798442831497009178373421484283458807107927916007992768111600224203722847270949605994003049274991084613969
1945953442612890540146474699975707531362567141733734838686119196041,3529537721436192329738872057857353891070452734775377729969616269946036120557260891612803216394567490582833730667741
1946734911194022051302349713228627161310032784203935677413525122517,4576030301358675058694530431460285321952720450919573209925924350927116765692799290846270825721984177584163608451960
1946814938728133619085044597453043538319563878356251794728508623443,17820284920335986581713119123926084893296099840808124802789709151949983192900773020299199576382997795707841625273761
1952566264727695242583030256856073288159708425047022643274031319187,22093551111349803042323770952960684210520855885835998833656856541127616806987490656516542650514523760259765907331566
1952646531980548766050477288210906164156776840811246997410639306373,5853620652921092742012796826004899473082113102339229089386866593058363057904176448531436554624205112707979387864475
1956002225388346162194426820442106583869373752771754623220957127863,3400243068272467341936359896829235110759285525041481874311424554687331537342376174197840556807768313613395819218039
1956082633888709757587281482437435379879488036467961153744033800577,18343522005436817531358435439004120573760865738066602668416407834838306071841349915537892345702266403743243674171506
1964108713433642464797077455198034103440306392833568708680162840509,6593277989603443371157595779516452068620426046367336032577942941281965734614894958025816395564486912990714581114036
1970261214090912642600054534448513147318917411734384355582968269801,13352407301930378745383864765616130591927846025151414520407061717070481101217295146166754485282864593277432719489329
1974725360826076336503095321300579944355873087221704969746566635119,22783447569614162571621502034317263440279937363249359042563157872562162073353205177412595164053841873820697870871034
1974806539008203639229946908752848985389641015949821735037736286601,8052978452152212511144782689099196701192834453572268312389710693856051774000067940004688204090734711227293810092839
1977532871039330135969518735194864527023168123646802887862615401977,18935123053857895115390000688432510947924532660631499314970563772170414195271886778894510886069008667847644776899221
1977614164634253535283528803594476094574494774748023732317107048783,1994938724407738548565034617682046585186723766139966981925449543356592604684179647219367919056540582486420749772827
1978200315186375262113684852879501905020119025795411926401452085731,10056415730331206053633534008099453453125239109004898693417583489027961461742147336086048298977769217926356916831850
1978281636218988784557447883498434345278840079442011403328100890549,8895455284830809442405957475323373786267073408178444483298829905218545041470823927264539667750104372412003781740896
1978408347733098487767469998570782200583829025094476483635581351971,12945958729644179933110845261512399181756206972264546975254859794148325481726792074203363811422442420982660856894808
1981889783101676016064707084422700635189558924104491922715565820679,11290392775596873440406912632872738662246276817820758467534658291494607751631956651239267938886018155713258266937541
1987826441412772030735373359211011446568993703680414308952848697969,11004711137193977593392837488972201360092376595401745750546271879207781398983637199118581951563129360216416901153201
1989722613030774212590090728416819930041881878768099236244926341139,2643110320173193982035864464445864240601220096411250959742323368305870278332607613727393589493299205728744305168246
2002235115228151390327213536929449809280566658472032174621648516697,14550724642359675096774909528955415206095575938213859463854290461204465020702671075484659799580846750302894378020083
2002317424297589622619177199079819223012606087235670527643579847663,9615592054192330647851102345300169052931219802341883746184027168493204347391331885489035216236586364493988240423876
2005758478923189529225452973033948233143265094220740405043551926853,23648834851446488063468574600049318739577853893033447980418615121805913483248371435226290374456164700849643610879847
2005840932833153644510589666696778629443940562428134366829937682787,14685910377471036907468307570308537769111762527179018382242974967953966659506981763091099092877388016582646109757168
2010385694810664533455950576952401624756625002070792865908861137253,5784284062298150697029216150073552032609418150197528657759017368676719708783016134553579042822775716044758397690102
2013709045193925668382050818534876838043194904915497669507062759289,8096440311454794284549057880949118475101763313775799380114763032473770618251706714826112335811135508789168740396662
2013791825940486681889209692421919829871617525237146983815645742031,3975054720075144130540028945929606575602907828531230437376445437442887689476796541660387344122612718840588574215868
2015036574137501578258293099367826239044156931056511967270164637699,22829058713650338578372408958081325927607851063431994477521907564880263858117955339682114640721077251271551913278116
2022012338710081413362671075090886307948493733170905669821801984483,2495795145450106218017478531643316270802922888949298451861859438471164186640944747590780752160115733019204617743516
2022095460793360272521403211896392118025941005379681773926319429557,10405058139656279916123348875536243158577663489012924027087089740496452715768832248849999414207124066241045315024222
2024677026739988164406724751850948326590020683623995016929549704021,11708414238629077083839881555129589063478435512625459661761100098929831330496994286502084021274560432303358142438991
2025570504687166707259574023530558057892483752971077116615657408967,10734525202572891690337733930741633109605454400305602995689410170354774051439762388153537184292495095025556915594486
2025653773041644314871545734744192190844543085447514351360850762993,126037443696612904680499310958000915075764171523403924080673262512603506087502627061332819916139032553426513619872
2028239881809274354164064464053565516464943966756301178424273626129,23253200472549844363796334419749899398949520084491753281284144816490752665191875026001914016205679634276449505022160
2038392230714244997811136177314151409194002391496078927432361932339,19591300109487634683164980568888926755531238587532137876061137452703492360604417087129830726696123107376561010131218
2046472152941345749982869792898004097102878463327576663196650903007,9653337109229917925623414193256443837232046064011960177817035231336589360437102057240671773790007282933827848382391
2047737101229347299674040033297303794160125684289298741812238510803,15171841510740505590554841843685960819716471062734485170080901925684690702073862867703566538764712355799846730202982
2047821280821431381749462746946043923808522752084194690833049824837,18709729309574750835687178473862891076910532934049003431396114326647825222223701132564423110143959588522799731475318
2050073361226896398012492826775482158020078029816986768395085457043,16742822489808951245937714364886714039153976235459522660962781004341320239871782238242162094707392835477720867537663
2050872808361218331209818742617253804886375042003516471784216650087,8984984681175722157443880493918379119960520579899178346707229748119776522847463041890483137568833591202249684235444
2050957116857812224423587201126305500070272460137558539492063867473,1076798310581595844769557419848964945401012070876606145681594777941790180829598936705699296652416195982831153798263
2051340535463708928103786366151571075826638775476605783874257670647,15247542320141746774486954049161540866864960318098468310966056457617249671294890963073596079608113221621673411213359
2051424863187906145343228654533088800006697184475431213202141019713,21673383302196859491551895121785288490697790740474268869967543290422129908306312350177389643757759521413674098415646
2058526598743282288590333436854603914887624047658390079744213188321,1932888277437675251110209128254345533698263173378335527090739647874820548179452775458351424249104123178705222112175
2061154675543107745086557657860838579648124311319974876796943168513,5696937334052555989375820841740033631050613894721381948066397736550840851991522509482458392827293520547852480285974
2061239406712800013355087298719254554167434224219390296116276481927,17688899575862716022451180883041680837762059434294797587846278321992412976248881520088677169161101337313498467494470
2073160152386207754726679531712561470369626236639743763697141908497,6723977783651590740871740453474862593553134111674417531987923261673521865543980810025734075589393164035680543349645
2073859872036819739979659557061564528951734294183282273295929853291,11795785187446590988216852773566761466219164572189572230353560430897431724658010483282281194255021008587430355929797
2076808323951755872012089016973312695435229004434568745893973905053,7252691725162128249149343658842528594393085820822338310189632384011945393243336132296056749187167756707591037684668
2084240571671891520747781482144480281757026465422745216066130402881,17309012799234991889207313383448285672243405081321385968827061003447927086408254696385713469300474856156522915697180
2084715908708643406248144277128935687044068190564918789688337210161,3135611106096354670261680106465571589190523990224313366243415773402200252325110894773244501470571539679354600234019
2087908241620391796988935555218228565011815029689378469188912576269,21345115075147001642630760614246858622048817251576604346624306136795683932746004874811359257429989915832626473350092
2096184438887737257272388191626949613744993912101903464421700736097,230320428173617896843173423786539731620140955771507701012277043044373589633267135060555921888572177977180340272088
2097480114919045819726195613697964516607518131223823360586736802413,23824397378490743373856842849027005803985167285033708808139621162390816151441957349182967250007348642796276816408847
2097566339376459009665210420669965746089027929778028086314728380027,18052970819849327100204257352475087807458352036368441673006692644467602899081286808607773653637188802071796344340605
2102750662055430587051990349371424141193701059578582719104872491133,23922210096303674025025881345028842683362127303908680584732415460792353573291404090427519788704064579567538716468367
2107514998599105200484125474763284942440806086445365649141857655227,3500331172716146025716016054092215300128768019386883069057396399499961904434471268786897491070350194337503019322341
2107601635576472388170586919932925107406773034391167025696762405533,11657048292901536054790617653238963686958002092072696398602769571964529406852454210700028973348848979909417447226389
2110511298743180618687628402094221790825194616082232538507622728141,23147251687541876216197941943983900147944820184873465951743325893093325668115339652785270882449677702773588282306713
2110598058894232425518715261355932546633500815491568032850340198939,17853158647267527655746672029532163787513156260480546960755283730886432496709341804075580718143460794478539091085344
2111223624911937753704761746608745007419377168124031851509512677823,10964957495434809508777358845857797576295035201978278755616905386042756647363163613789173622748422410366530506261662
2111310414345716469568260152009207634079826868972786497275286495417,23532219816031374776374773025424895584446967600436913088336615799173226653260659591491708356884735452186262387659317
2123520735187180572877775207899237798273551497071618424959506707887,13424648070011088013477717091960547727823618467168690006840606261124200630483554146195265737533230688546160021385306
2131606180532733239546617778945149472681867782929809950972352604619,13157833888946656671677477790506425002682374430207535172641208196416521422137782135346097280065313555056042151325672
2135357200466150072441185228356530511466954474653577017665958041231,8474208524292167945861138584820428448552316867389484931490416491952266935530985034005742040521830528968259660592440
2136874635721453005703592179381390200976875468602808300295985257901,7672175516687082811942826123440510583576236329557779930044378099371793587645690934314124992628315570213451238602859
2136962479632207888603099930826335932813618495439258692486439537979,3264529263198335852431647221645220152614235304662948490565674813223337601401371773385885877936758953353450210098109
2140634926635884850585637644180360773348871914416310846626570714249,22836060952365657303053972628441756136910881564037581667888449499126581871219022966454657196489805904607149551349968
2140722925126910367015123423696498194192994260582510995737977431871,23470559507967434168178429482321534000573240073079352933304557935180158453682055801109976512734128806974872636257712
2145573297853505800804300733414283967841901886304030047854342737449,14231678601485808723589944906816957008370164583888618537982700001964522374384861930139640738965559077093349107916409
2150536923749252259399807333032348541900411523394708942015801206367,263626246523624829768330984057426136726925792600787978646236984562354954055766545557403168647033354853501678267035
2157981770893595545097421683271684070080199331175497894204761967039,20292631966523002789386720511941315549807151620582077267850442204837974403123452861605342336359879536667282470041205
2158070482488990115315528462760062927822796122350844022394457604281,11893066729104511878668034062173112974641011968916597727070576179027272149705815707148002283124897042413639191619845
2161779204355976018618712148891089592450626641513501743163641581811,16111966263380671561893153612244497195019571097437164077291146473129743957157718295866781338552274095571806060305158
2161868072058519127446484724780900916278156295776438647024047384869,6287507688265884553295874465297781566300743301003593632910132147283052525904841670738229868726174569305219612616151
2174942730208846271194201149509195269287346635173149755141567588779,24239293984863931681235355470687751374485033476513887147412932304571684950314137694430411016490601762567183367568761
2175463122355941367394708048259152146513136088860998393089077457487,3877632460542977353103832144954975760107122926559770031833177320870049192089499418314604262257770546351750224067753
2181457669609383960584174538263170021041227431187632155217323097069,5293179176055954907433698800314476929085087448525970976622560448081156926637878914004534606851627016892848069036524
2185296413969078397272414034280560789720105224307976192894159566281,357093242916242762074453653824626088207179415823976852068276498581764904720249718121094900540903462857047000413524
2185436385049193036019259181601033421322252499424572423210698399599,22817818380220504804051965185344209173951093572895219946127541554978621170516445394276050259981679625020213143088894
2185526225265160558007193465610565090764458823035435611236517904521,15794416913605745204659121126695290698239988335882057432381422937512988987919862517047077907650275894756162482348581
2188782951585852018202390002525375787318560254374984860095107562771,22570862041818121313749272450381358260785214203493471168733647189553841097936975543132110588441540783585151478629942
2188872929374462907870611771014450467273254139479008801923201928709,20344407927391362672373351008045530460293476488442891018274069674756267103924502001056798236007051080833928183599388
2189282130815179317517823585949245174183652459092227795381746753251,6001768116305111297686312075627964454732289372703557442162706693458837996364052942095524361789686984877981384037068
2189372129124346227971929593614051348657263299517405866135929000629,16959727625723691779079727615265366501587400671026953043049387858377607162311193360801164337375431972317730336171434
2196951418121160801133927073704469749127740489898515122264369806293,20898912651449250322811173002294131520722043550255228160509479284965929648173143942246868176789482529549186375686702
2198355427967338992135676195532243175001134861156476915542116194593,14464321153848378231953160544664494015000906732767365633271644710031543529029819330712211350799223728570162562765877
2210238255156253050540469057570001700754122305608242787527814445563,9092894106027696872543250417036720135981615136485906131915967109116109949469602204473572174094617839107765863721179
2210329114942216780193651585177490465725227793675947331796647158877,21647530483624359354479544761373338720009402186683765449233875761655803076209396260239335939542796891469832596851325
2214127645151650576503563008074792819076071951197778187779120069887,20409509151878738773189111599445428476749386750191780215334198376105616392571717886282951255176711955641952255925737
2214218664824966579999179485889219551775616990839959575497601271673,22863544582321960079165391909169206514102160249864614912818003585745896287193023416642718664056261301622001705927495
2220759961135360678974243249208402684099864765722043651174282355257,22768907189850987390295296765410189633888284668111814839489104863763575195615432950184144225591457237120547998900229
2220851253453858403442902170713777640757948092841404428869718021903,15071708253537197134199899231923990142532289035295689935387952194615103612327294269257074800412424357815087237135706
2224394517144280259252606050909857715786970325197724424596897198773,1496059231023225424197145815432115774504118504393313060195951922175124565129188100648824122121092468337936529666778
2224901818034934331536479399238295674933359871594995438579491495013,1933328612749908945002077175251601896741192220950381484801442513120368474030645220810459236100227558664333182316032
2227024133943561117317831610336043207770597972667897803119578021103,1703108503826768569949701892201754333930481939036425065251672187894318254726847180071637386135423867363223541116559
2228308818129983926170085955013226843866254312913284904231858568177,4878153720295781957777085975876399279217562316202501886973475341891184401363505784752425186755961555407386146355714
2233695080757311945865014272778113569720295251969021788144499250633,4372035059101170124807066039079584555604039529857192221767646187580170755823270665316854085011323819843421461972798
2234448983122106218429823177295677997568148406190382123362883686099,24233700693969371129777858005994256317797401855635043234926118944530471752182886826958935900397887203948509105926729
2237625748086772307201801332295316471712105969579453316321090115317,9584895786491758072195216056055850939898571901009977101971363864500391659924578566928816111551648009262752395313047
2238524348320554242970060741332035782624365900858268736767240619729,8189143491926421755570492386982148932099770141961416295695716820161397438241324047490866410603470222795487916954350
2238616370908023494855502390742768976772215856527179635405947988791,15828738369180797108189626845121981410441800915492668240885960991424825096433298041517358208761656169178177590461142
2250151569649471492157487230927979111230348410686630004968951810281,16064402051893588069161958507508157781535837596957226385618165048853313891463938013448410588247380455078281060195236
2263164849184616721899775355436578134567916282948540504949335284991,2112114656636123523745615178223454896996041336513649654928567088537775776307214531756367811548135876949452336328956
2263257884708419568073685222595549903820495409233200793439607220089,21761661389039742121173048754281703956534570776324260187385381241765971756592703363950791075334081154946983687817489
2263928697995682323539085330498713417502392270979101013201633538373,13962440188884793571125854363381184221422064008499802726772469201306556602513377036228928179165372475751884151302961
2264021764920235437318635114028318821494203784715329622637481568867,13694523712877359265337358689453216713188346311031438648999729702776299047470032560658546275891619522692490118370097
2267147374915414787911028094789112700697785144806939754326172580659,9308729851100063301929921329427802911505745749537978949067874312249908401941760160503892076353597760067782931658680
2267240574155248994594155194859148082308555078926463905783294636261,2402352502333049598840115819899758432380157781088034722755983634903655573391778479869367389776663279660522939017534
2270710190707981820626984505510618087464751025387418852892412605603,4166747369223897201343120076604158353235132594487157670520541080141638337058365322628754581220938867321266702153215
2270803536410162150240297886607775558414209557508778200148035554037,16179931012072372664109959062843373207479939110908526331545676086317348386797818894508638723736772085992118251834103
2273938509024147722466189283665322106442281711454472563232259267749,15129535378886991152806626358028856805328593736967238585218122459268810921497247012452645052330526191321499367280640
2274031987437953391713016673013709025958620728446968804114366458371,15102832160353732110475497996356368685820877476771618038737986088507588391580950680886666299772805477506553132727599
2274705994091433111151875327697838067546011696251932681932965395847,2262827633303168502487246954645676496664879767283700730177562089655318320961314577482836320762404534316728886470658
2274799504055470426796139359266950862904140463280590035824535070513,6263871221575326396543543250197752841795842435853141893470835145401390865561126475709683767034264989903676149799754
2274945207925019445393112934440154412861841865142785870448099798727,5677145672424800178156763893671874912401912215262513036269318150663546943682633764821363586999519677547614355148186
2278948463732912243897671296359159747561492025740213399711726559323,19565713977457796680478273976681976088192661644878106665110311846312489497638497419584419378244547352758893756237487
2287955329748268118333464381312238699824637322350868878245765924343,9501670116113068362747327715084083808698970094061139566538109511657810559558322750029361877801478686320607029800309
2295467322910904689020316782755583551197842697595300696399884418899,1471179278064394091823369266286289825835446995713016703842902866571470151567477241735980663910120194396353301948567
2295561686343968911197090604386483888533292261751505914569188769221,22474318641049293300775882122393297958581819756305675586396164182782535805176567768109344310296602128338949952034171
2300762887146263361401062603966023988400917598768128968929118562099,9125825341327063555674518949048750257430308481437222037505170607672194743367175788202150342370009403377771884803830
2304033932037911636189216302923992699125628288513779360590293223317,14630789308459941511722599616381448709828060013312046813747799484520969647675679331911370041036682033809863611486710
